"Category","pred2.Gun Control","pred2.Gun Rights","pred2.Neither","pred1"
"Gun Rights",0.275862069,0.676724138,0.047413793,"Gun Rights"
"Gun Rights",0.313807531,0.686192469,0.000000000,"Gun Rights"
"Gun Rights",0.384259259,0.611111111,0.004629630,"Gun Rights"
"Gun Rights",0.369565217,0.617391304,0.013043478,"Gun Rights"
"Gun Rights",0.270386266,0.690987124,0.038626609,"Gun Rights"
"Gun Rights",0.200000000,0.758139535,0.041860465,"Gun Rights"
"Gun Rights",0.268181818,0.681818182,0.050000000,"Gun Rights"
"Gun Rights",0.184684685,0.815315315,0.000000000,"Gun Rights"
"Gun Rights",0.188596491,0.789473684,0.021929825,"Gun Rights"
"Gun Rights",0.324200913,0.657534247,0.018264840,"Gun Rights"
"Gun Rights",0.087866109,0.912133891,0.000000000,"Gun Rights"
"Gun Rights",0.158798283,0.832618026,0.008583691,"Gun Rights"
"Gun Rights",0.088785047,0.901869159,0.009345794,"Gun Rights"
"Gun Rights",0.122549020,0.867647059,0.009803922,"Gun Rights"
"Gun Rights",0.078341014,0.921658986,0.000000000,"Gun Rights"
"Gun Rights",0.169014085,0.812206573,0.018779343,"Gun Rights"
"Gun Rights",0.278048780,0.702439024,0.019512195,"Gun Rights"
"Gun Rights",0.186440678,0.805084746,0.008474576,"Gun Rights"
"Gun Rights",0.271844660,0.694174757,0.033980583,"Gun Rights"
"Gun Rights",0.131578947,0.846491228,0.021929825,"Gun Rights"
"Gun Rights",0.192825112,0.802690583,0.004484305,"Gun Rights"
"Gun Rights",0.380341880,0.615384615,0.004273504,"Gun Rights"
"Gun Rights",0.349137931,0.650862069,0.000000000,"Gun Rights"
"Gun Rights",0.134259259,0.865740741,0.000000000,"Gun Rights"
"Gun Rights",0.294392523,0.700934579,0.004672897,"Gun Rights"
"Gun Rights",0.139013453,0.856502242,0.004484305,"Gun Rights"
"Gun Rights",0.181818182,0.813131313,0.005050505,"Gun Rights"
"Gun Rights",0.382222222,0.617777778,0.000000000,"Gun Rights"
"Gun Rights",0.075555556,0.924444444,0.000000000,"Gun Rights"
"Gun Rights",0.238317757,0.719626168,0.042056075,"Gun Rights"
"Gun Rights",0.269767442,0.720930233,0.009302326,"Gun Rights"
"Gun Rights",0.336363636,0.654545455,0.009090909,"Gun Rights"
"Gun Rights",0.190045249,0.751131222,0.058823529,"Gun Rights"
"Gun Rights",0.206278027,0.789237668,0.004484305,"Gun Rights"
"Gun Rights",0.147186147,0.848484848,0.004329004,"Gun Rights"
"Gun Rights",0.192488263,0.779342723,0.028169014,"Gun Rights"
"Gun Rights",0.191780822,0.799086758,0.009132420,"Gun Rights"
"Gun Rights",0.281105991,0.709677419,0.009216590,"Gun Rights"
"Gun Rights",0.333333333,0.652582160,0.014084507,"Gun Rights"
"Gun Rights",0.195833333,0.795833333,0.008333333,"Gun Rights"
"Gun Rights",0.183098592,0.793427230,0.023474178,"Gun Rights"
"Gun Rights",0.078838174,0.896265560,0.024896266,"Gun Rights"
"Gun Rights",0.136563877,0.845814978,0.017621145,"Gun Rights"
"Gun Rights",0.172839506,0.827160494,0.000000000,"Gun Rights"
"Gun Rights",0.114678899,0.885321101,0.000000000,"Gun Rights"
"Gun Rights",0.090909091,0.909090909,0.000000000,"Gun Rights"
"Gun Rights",0.138528139,0.852813853,0.008658009,"Gun Rights"
"Gun Rights",0.185520362,0.814479638,0.000000000,"Gun Rights"
"Gun Rights",0.229729730,0.752252252,0.018018018,"Gun Rights"
"Gun Rights",0.282051282,0.717948718,0.000000000,"Gun Rights"
"Gun Rights",0.404040404,0.590909091,0.005050505,"Gun Rights"
"Gun Rights",0.099567100,0.870129870,0.030303030,"Gun Rights"
"Gun Rights",0.187192118,0.802955665,0.009852217,"Gun Rights"
"Gun Rights",0.195555556,0.800000000,0.004444444,"Gun Rights"
"Gun Rights",0.131221719,0.864253394,0.004524887,"Gun Rights"
"Gun Rights",0.090909091,0.890909091,0.018181818,"Gun Rights"
"Gun Rights",0.183962264,0.797169811,0.018867925,"Gun Rights"
"Neither",0.383928571,0.013392857,0.602678571,"Neither"
"Neither",0.274418605,0.083720930,0.641860465,"Neither"
"Gun Control",0.725321888,0.231759657,0.042918455,"Gun Control"
"Gun Control",0.665254237,0.334745763,0.000000000,"Gun Control"
"Gun Control",0.701298701,0.298701299,0.000000000,"Gun Control"
"Gun Control",0.695067265,0.242152466,0.062780269,"Gun Control"
"Gun Control",0.638766520,0.325991189,0.035242291,"Gun Control"
"Gun Control",0.766816143,0.233183857,0.000000000,"Gun Control"
"Gun Control",0.666666667,0.310185185,0.023148148,"Gun Control"
"Gun Control",0.788732394,0.201877934,0.009389671,"Gun Control"
"Gun Control",0.843049327,0.156950673,0.000000000,"Gun Control"
"Gun Control",0.696202532,0.303797468,0.000000000,"Gun Control"
"Gun Control",0.766666667,0.200000000,0.033333333,"Gun Control"
"Gun Control",0.865470852,0.112107623,0.022421525,"Gun Control"
"Gun Control",0.895652174,0.091304348,0.013043478,"Gun Control"
"Gun Control",0.695652174,0.291304348,0.013043478,"Gun Control"
"Gun Control",0.846153846,0.153846154,0.000000000,"Gun Control"
"Gun Control",0.861751152,0.129032258,0.009216590,"Gun Control"
"Gun Control",0.690140845,0.253521127,0.056338028,"Gun Control"
"Gun Control",0.802816901,0.178403756,0.018779343,"Gun Control"
"Gun Control",0.718750000,0.272321429,0.008928571,"Gun Control"
"Gun Control",0.814655172,0.181034483,0.004310345,"Gun Control"
"Gun Control",0.576190476,0.419047619,0.004761905,"Gun Control"
"Gun Control",0.881818182,0.018181818,0.100000000,"Gun Control"
"Gun Control",0.767241379,0.232758621,0.000000000,"Gun Control"
"Gun Control",0.514423077,0.451923077,0.033653846,"Gun Control"
"Gun Control",0.708920188,0.281690141,0.009389671,"Gun Control"
"Gun Control",0.756637168,0.230088496,0.013274336,"Gun Control"
"Gun Control",0.742222222,0.248888889,0.008888889,"Gun Control"
"Gun Control",0.661835749,0.338164251,0.000000000,"Gun Control"
"Gun Control",0.731707317,0.268292683,0.000000000,"Gun Control"
"Gun Control",0.865546218,0.058823529,0.075630252,"Gun Control"
"Gun Control",0.735576923,0.259615385,0.004807692,"Gun Control"
"Gun Control",0.769585253,0.225806452,0.004608295,"Gun Control"
"Gun Control",0.663716814,0.278761062,0.057522124,"Gun Control"
"Gun Control",0.761682243,0.214953271,0.023364486,"Gun Control"
"Gun Control",0.587677725,0.379146919,0.033175355,"Gun Control"
"Gun Control",0.736111111,0.240740741,0.023148148,"Gun Control"
"Gun Control",0.635922330,0.364077670,0.000000000,"Gun Control"
"Gun Control",0.846153846,0.135746606,0.018099548,"Gun Control"
"Gun Control",0.674311927,0.311926606,0.013761468,"Gun Control"
"Gun Control",0.768558952,0.231441048,0.000000000,"Gun Control"
"Gun Control",0.781553398,0.218446602,0.000000000,"Gun Control"
"Gun Control",0.945273632,0.054726368,0.000000000,"Gun Control"
"Gun Control",0.767772512,0.222748815,0.009478673,"Gun Control"
"Gun Control",0.591928251,0.399103139,0.008968610,"Gun Control"
"Gun Control",0.907407407,0.074074074,0.018518519,"Gun Control"
"Gun Control",0.741784038,0.258215962,0.000000000,"Gun Control"
"Gun Control",0.468292683,0.517073171,0.014634146,"Gun Rights"
"Gun Control",0.692982456,0.302631579,0.004385965,"Gun Control"
"Gun Control",0.716279070,0.279069767,0.004651163,"Gun Control"
"Gun Control",0.425531915,0.565957447,0.008510638,"Gun Rights"
"Gun Control",0.847457627,0.148305085,0.004237288,"Gun Control"
"Gun Control",0.830434783,0.165217391,0.004347826,"Gun Control"
"Gun Control",0.708520179,0.264573991,0.026905830,"Gun Control"
"Gun Control",0.780172414,0.202586207,0.017241379,"Gun Control"
"Gun Control",0.625000000,0.353448276,0.021551724,"Gun Control"
"Gun Control",0.722943723,0.251082251,0.025974026,"Gun Control"
"Gun Control",0.758139535,0.223255814,0.018604651,"Gun Control"
"Gun Control",0.757847534,0.237668161,0.004484305,"Gun Control"
"Gun Control",0.797356828,0.167400881,0.035242291,"Gun Control"
"Gun Control",0.743243243,0.234234234,0.022522523,"Gun Control"
"Gun Control",0.777777778,0.194444444,0.027777778,"Gun Control"
"Gun Control",0.688596491,0.298245614,0.013157895,"Gun Control"
"Gun Control",0.834677419,0.137096774,0.028225806,"Gun Control"
"Gun Control",0.758793970,0.236180905,0.005025126,"Gun Control"
"Gun Control",0.929245283,0.070754717,0.000000000,"Gun Control"
"Gun Control",0.769230769,0.203619910,0.027149321,"Gun Control"
"Gun Control",0.831818182,0.159090909,0.009090909,"Gun Control"
"Gun Control",0.549763033,0.440758294,0.009478673,"Gun Control"
"Gun Control",0.731481481,0.259259259,0.009259259,"Gun Control"
"Gun Control",0.710743802,0.268595041,0.020661157,"Gun Control"
"Gun Control",0.790697674,0.209302326,0.000000000,"Gun Control"
"Gun Control",0.891774892,0.099567100,0.008658009,"Gun Control"
"Gun Control",0.904109589,0.091324201,0.004566210,"Gun Control"
"Gun Rights",0.158139535,0.804651163,0.037209302,"Gun Rights"
"Gun Rights",0.324444444,0.648888889,0.026666667,"Gun Rights"
"Gun Rights",0.333333333,0.656250000,0.010416667,"Gun Rights"
"Gun Rights",0.193693694,0.792792793,0.013513514,"Gun Rights"
"Gun Rights",0.334821429,0.660714286,0.004464286,"Gun Rights"
"Gun Rights",0.369158879,0.630841121,0.000000000,"Gun Rights"
"Gun Rights",0.113043478,0.886956522,0.000000000,"Gun Rights"
"Gun Rights",0.234741784,0.755868545,0.009389671,"Gun Rights"
"Gun Rights",0.242990654,0.757009346,0.000000000,"Gun Rights"
"Gun Rights",0.291262136,0.689320388,0.019417476,"Gun Rights"
"Gun Rights",0.368888889,0.622222222,0.008888889,"Gun Rights"
"Gun Rights",0.316279070,0.646511628,0.037209302,"Gun Rights"
"Gun Rights",0.248826291,0.741784038,0.009389671,"Gun Rights"
"Gun Rights",0.391489362,0.595744681,0.012765957,"Gun Rights"
"Gun Rights",0.133928571,0.866071429,0.000000000,"Gun Rights"
"Gun Rights",0.321888412,0.678111588,0.000000000,"Gun Rights"
"Gun Rights",0.194690265,0.747787611,0.057522124,"Gun Rights"
"Gun Rights",0.094059406,0.896039604,0.009900990,"Gun Rights"
"Gun Rights",0.279816514,0.711009174,0.009174312,"Gun Rights"
"Gun Rights",0.218604651,0.781395349,0.000000000,"Gun Rights"
"Gun Rights",0.350710900,0.649289100,0.000000000,"Gun Rights"
"Gun Rights",0.359649123,0.622807018,0.017543860,"Gun Rights"
"Gun Rights",0.136150235,0.863849765,0.000000000,"Gun Rights"
"Gun Rights",0.271794872,0.717948718,0.010256410,"Gun Rights"
"Gun Rights",0.375000000,0.615740741,0.009259259,"Gun Rights"
"Gun Rights",0.259433962,0.735849057,0.004716981,"Gun Rights"
"Gun Rights",0.269709544,0.721991701,0.008298755,"Gun Rights"
"Gun Rights",0.172566372,0.827433628,0.000000000,"Gun Rights"
"Gun Rights",0.214285714,0.785714286,0.000000000,"Gun Rights"
"Gun Rights",0.251046025,0.744769874,0.004184100,"Gun Rights"
"Gun Rights",0.150684932,0.844748858,0.004566210,"Gun Rights"
"Gun Rights",0.158371041,0.837104072,0.004524887,"Gun Rights"
"Gun Rights",0.280193237,0.710144928,0.009661836,"Gun Rights"
"Gun Rights",0.078947368,0.907894737,0.013157895,"Gun Rights"
"Gun Rights",0.154589372,0.816425121,0.028985507,"Gun Rights"
"Gun Rights",0.188679245,0.801886792,0.009433962,"Gun Rights"
"Gun Rights",0.227513228,0.772486772,0.000000000,"Gun Rights"
"Gun Rights",0.200000000,0.780487805,0.019512195,"Gun Rights"
"Gun Rights",0.258064516,0.723502304,0.018433180,"Gun Rights"
"Gun Rights",0.415841584,0.574257426,0.009900990,"Gun Rights"
"Gun Rights",0.257425743,0.742574257,0.000000000,"Gun Rights"
"Gun Rights",0.240384615,0.725961538,0.033653846,"Gun Rights"
"Gun Rights",0.239234450,0.751196172,0.009569378,"Gun Rights"
"Gun Rights",0.216814159,0.778761062,0.004424779,"Gun Rights"
"Gun Rights",0.253588517,0.746411483,0.000000000,"Gun Rights"
"Gun Rights",0.277272727,0.713636364,0.009090909,"Gun Rights"
"Gun Rights",0.221698113,0.759433962,0.018867925,"Gun Rights"
"Gun Rights",0.115555556,0.866666667,0.017777778,"Gun Rights"
"Gun Rights",0.115044248,0.871681416,0.013274336,"Gun Rights"
"Gun Rights",0.492753623,0.502415459,0.004830918,"Gun Rights"
"Gun Rights",0.201754386,0.798245614,0.000000000,"Gun Rights"
"Gun Rights",0.246376812,0.695652174,0.057971014,"Gun Rights"
"Gun Rights",0.339712919,0.655502392,0.004784689,"Gun Rights"
"Gun Rights",0.311403509,0.666666667,0.021929825,"Gun Rights"
"Gun Rights",0.323943662,0.657276995,0.018779343,"Gun Rights"
"Gun Rights",0.320930233,0.669767442,0.009302326,"Gun Rights"
"Gun Rights",0.254310345,0.737068966,0.008620690,"Gun Rights"
"Gun Rights",0.348017621,0.643171806,0.008810573,"Gun Rights"
"Gun Rights",0.178723404,0.761702128,0.059574468,"Gun Rights"
"Gun Rights",0.525345622,0.423963134,0.050691244,"Gun Control"
"Gun Rights",0.256756757,0.725225225,0.018018018,"Gun Rights"
"Gun Rights",0.267857143,0.723214286,0.008928571,"Gun Rights"
"Gun Rights",0.216748768,0.768472906,0.014778325,"Gun Rights"
"Gun Rights",0.342342342,0.657657658,0.000000000,"Gun Rights"
"Gun Rights",0.216748768,0.783251232,0.000000000,"Gun Rights"
"Gun Rights",0.324444444,0.648888889,0.026666667,"Gun Rights"
"Gun Rights",0.116071429,0.883928571,0.000000000,"Gun Rights"
"Gun Rights",0.181395349,0.767441860,0.051162791,"Gun Rights"
"Gun Rights",0.232067511,0.763713080,0.004219409,"Gun Rights"
"Gun Rights",0.155555556,0.795555556,0.048888889,"Gun Rights"
"Gun Rights",0.164383562,0.821917808,0.013698630,"Gun Rights"
"Gun Rights",0.384279476,0.602620087,0.013100437,"Gun Rights"
"Gun Rights",0.067873303,0.909502262,0.022624434,"Gun Rights"
"Gun Rights",0.252173913,0.743478261,0.004347826,"Gun Rights"
"Gun Rights",0.406926407,0.575757576,0.017316017,"Gun Rights"
"Gun Rights",0.189320388,0.810679612,0.000000000,"Gun Rights"
"Gun Rights",0.247787611,0.743362832,0.008849558,"Gun Rights"
"Gun Rights",0.075757576,0.904040404,0.020202020,"Gun Rights"
"Gun Rights",0.341121495,0.598130841,0.060747664,"Gun Rights"
"Neither",0.322580645,0.009216590,0.668202765,"Neither"
"Neither",0.328767123,0.013698630,0.657534247,"Neither"
"Gun Control",0.628019324,0.371980676,0.000000000,"Gun Control"
"Gun Control",0.714953271,0.280373832,0.004672897,"Gun Control"
"Gun Control",0.664974619,0.319796954,0.015228426,"Gun Control"
"Gun Control",0.631840796,0.348258706,0.019900498,"Gun Control"
"Gun Control",0.541463415,0.453658537,0.004878049,"Gun Control"
"Gun Control",0.780000000,0.216000000,0.004000000,"Gun Control"
"Gun Control",0.726495726,0.256410256,0.017094017,"Gun Control"
"Gun Control",0.596938776,0.397959184,0.005102041,"Gun Control"
"Gun Control",0.725225225,0.211711712,0.063063063,"Gun Control"
"Gun Control",0.663716814,0.336283186,0.000000000,"Gun Control"
"Gun Control",0.691943128,0.255924171,0.052132701,"Gun Control"
"Gun Control",0.809090909,0.145454545,0.045454545,"Gun Control"
"Gun Control",0.840707965,0.159292035,0.000000000,"Gun Control"
"Gun Control",0.700892857,0.294642857,0.004464286,"Gun Control"
"Gun Control",0.608695652,0.386956522,0.004347826,"Gun Control"
"Gun Control",0.704035874,0.291479821,0.004484305,"Gun Control"
"Gun Control",0.640186916,0.345794393,0.014018692,"Gun Control"
"Gun Control",0.669491525,0.309322034,0.021186441,"Gun Control"
"Gun Control",0.783549784,0.216450216,0.000000000,"Gun Control"
"Gun Control",0.709956710,0.272727273,0.017316017,"Gun Control"
"Gun Control",0.711627907,0.283720930,0.004651163,"Gun Control"
"Gun Control",0.539906103,0.446009390,0.014084507,"Gun Control"
"Gun Control",0.848214286,0.138392857,0.013392857,"Gun Control"
"Gun Control",0.731132075,0.235849057,0.033018868,"Gun Control"
"Gun Control",0.845132743,0.154867257,0.000000000,"Gun Control"
"Gun Control",0.729613734,0.253218884,0.017167382,"Gun Control"
"Gun Control",0.655737705,0.331967213,0.012295082,"Gun Control"
"Gun Control",0.714285714,0.168831169,0.116883117,"Gun Control"
"Gun Control",0.741626794,0.253588517,0.004784689,"Gun Control"
"Gun Control",0.814814815,0.166666667,0.018518519,"Gun Control"
"Gun Control",0.525896414,0.446215139,0.027888446,"Gun Control"
"Gun Control",0.696581197,0.264957265,0.038461538,"Gun Control"
"Gun Control",0.750000000,0.199074074,0.050925926,"Gun Control"
"Gun Control",0.718061674,0.246696035,0.035242291,"Gun Control"
"Gun Control",0.710900474,0.274881517,0.014218009,"Gun Control"
"Gun Control",0.653333333,0.333333333,0.013333333,"Gun Control"
"Gun Control",0.686363636,0.300000000,0.013636364,"Gun Control"
"Gun Control",0.653846154,0.346153846,0.000000000,"Gun Control"
"Gun Control",0.705607477,0.289719626,0.004672897,"Gun Control"
"Gun Control",0.620000000,0.345000000,0.035000000,"Gun Control"
"Gun Control",0.791489362,0.148936170,0.059574468,"Gun Control"
"Gun Control",0.491071429,0.491071429,0.017857143,"Gun Control"
"Gun Control",0.672811060,0.322580645,0.004608295,"Gun Control"
"Gun Control",0.639810427,0.355450237,0.004739336,"Gun Control"
"Gun Control",0.790513834,0.201581028,0.007905138,"Gun Control"
"Gun Control",0.641255605,0.340807175,0.017937220,"Gun Control"
"Gun Control",0.506607930,0.488986784,0.004405286,"Gun Control"
"Gun Control",0.758333333,0.216666667,0.025000000,"Gun Control"
"Gun Control",0.649746193,0.345177665,0.005076142,"Gun Control"
"Gun Control",0.769230769,0.199095023,0.031674208,"Gun Control"
"Gun Control",0.838427948,0.144104803,0.017467249,"Gun Control"
"Gun Control",0.735159817,0.255707763,0.009132420,"Gun Control"
"Gun Control",0.844559585,0.150259067,0.005181347,"Gun Control"
"Gun Control",0.784688995,0.205741627,0.009569378,"Gun Control"
"Gun Control",0.559241706,0.412322275,0.028436019,"Gun Control"
"Gun Control",0.854368932,0.140776699,0.004854369,"Gun Control"
"Gun Control",0.790393013,0.196506550,0.013100437,"Gun Control"
"Gun Control",0.697777778,0.293333333,0.008888889,"Gun Control"
"Gun Control",0.787610619,0.119469027,0.092920354,"Gun Control"
"Gun Control",0.740566038,0.240566038,0.018867925,"Gun Control"
"Gun Control",0.645320197,0.344827586,0.009852217,"Gun Control"
"Gun Control",0.608888889,0.355555556,0.035555556,"Gun Control"
"Gun Control",0.636363636,0.363636364,0.000000000,"Gun Control"
"Gun Control",0.573394495,0.316513761,0.110091743,"Gun Control"
"Gun Control",0.578475336,0.403587444,0.017937220,"Gun Control"
"Gun Control",0.500000000,0.491525424,0.008474576,"Gun Control"
"Gun Control",0.594470046,0.382488479,0.023041475,"Gun Control"
"Gun Control",0.844660194,0.131067961,0.024271845,"Gun Control"
"Gun Control",0.679487179,0.320512821,0.000000000,"Gun Control"
"Gun Control",0.488372093,0.502325581,0.009302326,"Gun Rights"
"Gun Control",0.743478261,0.226086957,0.030434783,"Gun Control"
"Gun Control",0.794642857,0.191964286,0.013392857,"Gun Control"
"Gun Control",0.817351598,0.173515982,0.009132420,"Gun Control"
"Gun Control",0.736111111,0.226851852,0.037037037,"Gun Control"
"Gun Control",0.760368664,0.230414747,0.009216590,"Gun Control"
"Gun Control",0.873239437,0.122065728,0.004694836,"Gun Control"
"Gun Control",0.741071429,0.250000000,0.008928571,"Gun Control"
"Gun Control",0.699530516,0.286384977,0.014084507,"Gun Control"
"Gun Control",0.838427948,0.148471616,0.013100437,"Gun Control"
"Gun Control",0.795555556,0.195555556,0.008888889,"Gun Control"
"Gun Control",0.805194805,0.194805195,0.000000000,"Gun Control"
"Gun Control",0.647058824,0.339366516,0.013574661,"Gun Control"
"Gun Rights",0.233333333,0.758333333,0.008333333,"Gun Rights"
"Gun Rights",0.372641509,0.594339623,0.033018868,"Gun Rights"
"Gun Rights",0.441314554,0.549295775,0.009389671,"Gun Rights"
"Gun Rights",0.259911894,0.731277533,0.008810573,"Gun Rights"
"Gun Rights",0.384279476,0.611353712,0.004366812,"Gun Rights"
"Gun Rights",0.257641921,0.737991266,0.004366812,"Gun Rights"
"Gun Rights",0.295546559,0.704453441,0.000000000,"Gun Rights"
"Gun Rights",0.177272727,0.822727273,0.000000000,"Gun Rights"
"Gun Rights",0.403940887,0.596059113,0.000000000,"Gun Rights"
"Gun Rights",0.286407767,0.713592233,0.000000000,"Gun Rights"
"Gun Rights",0.381395349,0.586046512,0.032558140,"Gun Rights"
"Gun Rights",0.419354839,0.566820276,0.013824885,"Gun Rights"
"Gun Rights",0.370689655,0.612068966,0.017241379,"Gun Rights"
"Gun Rights",0.389140271,0.610859729,0.000000000,"Gun Rights"
"Gun Rights",0.179372197,0.820627803,0.000000000,"Gun Rights"
"Gun Rights",0.269406393,0.730593607,0.000000000,"Gun Rights"
"Gun Rights",0.273631841,0.721393035,0.004975124,"Gun Rights"
"Gun Rights",0.390350877,0.592105263,0.017543860,"Gun Rights"
"Gun Rights",0.301801802,0.693693694,0.004504505,"Gun Rights"
"Gun Rights",0.334905660,0.617924528,0.047169811,"Gun Rights"
"Gun Rights",0.278301887,0.707547170,0.014150943,"Gun Rights"
"Gun Rights",0.364035088,0.627192982,0.008771930,"Gun Rights"
"Gun Rights",0.382716049,0.613168724,0.004115226,"Gun Rights"
"Gun Rights",0.163716814,0.814159292,0.022123894,"Gun Rights"
"Gun Rights",0.267326733,0.727722772,0.004950495,"Gun Rights"
"Gun Rights",0.390350877,0.600877193,0.008771930,"Gun Rights"
"Gun Rights",0.495412844,0.486238532,0.018348624,"Gun Control"
"Gun Rights",0.481308411,0.514018692,0.004672897,"Gun Rights"
"Gun Rights",0.295000000,0.670000000,0.035000000,"Gun Rights"
"Gun Rights",0.258771930,0.736842105,0.004385965,"Gun Rights"
"Gun Rights",0.265217391,0.717391304,0.017391304,"Gun Rights"
"Gun Rights",0.244541485,0.742358079,0.013100437,"Gun Rights"
"Gun Rights",0.271889401,0.709677419,0.018433180,"Gun Rights"
"Gun Rights",0.216346154,0.769230769,0.014423077,"Gun Rights"
"Gun Rights",0.324675325,0.627705628,0.047619048,"Gun Rights"
"Gun Rights",0.366972477,0.596330275,0.036697248,"Gun Rights"
"Gun Rights",0.290909091,0.700000000,0.009090909,"Gun Rights"
"Gun Rights",0.372197309,0.614349776,0.013452915,"Gun Rights"
"Gun Rights",0.306878307,0.671957672,0.021164021,"Gun Rights"
"Gun Rights",0.331838565,0.668161435,0.000000000,"Gun Rights"
"Gun Rights",0.237209302,0.739534884,0.023255814,"Gun Rights"
"Gun Rights",0.395454545,0.595454545,0.009090909,"Gun Rights"
"Gun Rights",0.179372197,0.820627803,0.000000000,"Gun Rights"
"Gun Rights",0.264840183,0.712328767,0.022831050,"Gun Rights"
"Gun Rights",0.502347418,0.492957746,0.004694836,"Gun Control"
"Gun Rights",0.394957983,0.600840336,0.004201681,"Gun Rights"
"Gun Rights",0.120370370,0.819444444,0.060185185,"Gun Rights"
"Gun Rights",0.342465753,0.648401826,0.009132420,"Gun Rights"
"Gun Rights",0.223958333,0.770833333,0.005208333,"Gun Rights"
"Gun Rights",0.197424893,0.802575107,0.000000000,"Gun Rights"
"Gun Rights",0.294871795,0.679487179,0.025641026,"Gun Rights"
"Gun Rights",0.412060302,0.547738693,0.040201005,"Gun Rights"
"Gun Rights",0.320175439,0.666666667,0.013157895,"Gun Rights"
"Gun Rights",0.300000000,0.695652174,0.004347826,"Gun Rights"
"Gun Rights",0.253164557,0.717299578,0.029535865,"Gun Rights"
"Gun Rights",0.176190476,0.790476190,0.033333333,"Gun Rights"
"Gun Rights",0.265765766,0.689189189,0.045045045,"Gun Rights"
"Gun Rights",0.603686636,0.382488479,0.013824885,"Gun Control"
"Gun Rights",0.305309735,0.690265487,0.004424779,"Gun Rights"
"Gun Rights",0.336170213,0.625531915,0.038297872,"Gun Rights"
"Gun Rights",0.539906103,0.446009390,0.014084507,"Gun Control"
"Gun Rights",0.302325581,0.693023256,0.004651163,"Gun Rights"
"Gun Rights",0.309178744,0.685990338,0.004830918,"Gun Rights"
"Gun Rights",0.412844037,0.568807339,0.018348624,"Gun Rights"
"Gun Rights",0.377192982,0.605263158,0.017543860,"Gun Rights"
"Gun Rights",0.267605634,0.699530516,0.032863850,"Gun Rights"
"Gun Rights",0.345622120,0.654377880,0.000000000,"Gun Rights"
"Gun Rights",0.178082192,0.812785388,0.009132420,"Gun Rights"
"Gun Rights",0.320754717,0.665094340,0.014150943,"Gun Rights"
"Gun Rights",0.556074766,0.443925234,0.000000000,"Gun Control"
"Gun Control",0.610169492,0.351694915,0.038135593,"Gun Control"
"Gun Control",0.797169811,0.198113208,0.004716981,"Gun Control"
"Gun Control",0.681632653,0.077551020,0.240816327,"Gun Control"
"Gun Control",0.591111111,0.404444444,0.004444444,"Gun Control"
"Gun Control",0.585585586,0.400900901,0.013513514,"Gun Control"
"Gun Control",0.636363636,0.359307359,0.004329004,"Gun Control"
"Gun Control",0.777777778,0.208333333,0.013888889,"Gun Control"
"Gun Control",0.625615764,0.300492611,0.073891626,"Gun Control"
"Gun Control",0.665116279,0.334883721,0.000000000,"Gun Control"
"Gun Control",0.575107296,0.403433476,0.021459227,"Gun Control"
"Gun Control",0.805429864,0.194570136,0.000000000,"Gun Control"
"Gun Control",0.721973094,0.206278027,0.071748879,"Gun Control"
"Gun Control",0.622009569,0.358851675,0.019138756,"Gun Control"
"Gun Control",0.530701754,0.451754386,0.017543860,"Gun Control"
"Gun Control",0.654867257,0.305309735,0.039823009,"Gun Control"
"Gun Control",0.555555556,0.431111111,0.013333333,"Gun Control"
"Gun Control",0.502262443,0.452488688,0.045248869,"Gun Control"
"Gun Control",0.625570776,0.360730594,0.013698630,"Gun Control"
"Gun Control",0.591489362,0.404255319,0.004255319,"Gun Control"
"Gun Control",0.471962617,0.471962617,0.056074766,"Gun Control"
"Gun Control",0.482300885,0.513274336,0.004424779,"Gun Rights"
"Gun Control",0.736111111,0.245370370,0.018518519,"Gun Control"
"Gun Control",0.565217391,0.421739130,0.013043478,"Gun Control"
"Gun Control",0.870967742,0.110599078,0.018433180,"Gun Control"
"Gun Control",0.707920792,0.292079208,0.000000000,"Gun Control"
"Gun Control",0.781553398,0.199029126,0.019417476,"Gun Control"
"Gun Control",0.530516432,0.408450704,0.061032864,"Gun Control"
"Gun Control",0.789719626,0.144859813,0.065420561,"Gun Control"
"Gun Control",0.577272727,0.395454545,0.027272727,"Gun Control"
"Gun Control",0.582329317,0.413654618,0.004016064,"Gun Control"
"Gun Control",0.745614035,0.118421053,0.135964912,"Gun Control"
"Gun Control",0.780269058,0.215246637,0.004484305,"Gun Control"
"Gun Control",0.595454545,0.395454545,0.009090909,"Gun Control"
"Gun Control",0.629310345,0.357758621,0.012931034,"Gun Control"
"Gun Control",0.589519651,0.401746725,0.008733624,"Gun Control"
"Gun Control",0.761904762,0.216450216,0.021645022,"Gun Control"
"Gun Control",0.487309645,0.365482234,0.147208122,"Gun Control"
"Gun Control",0.748953975,0.150627615,0.100418410,"Gun Control"
"Gun Control",0.562770563,0.419913420,0.017316017,"Gun Control"
"Gun Control",0.655813953,0.334883721,0.009302326,"Gun Control"
"Gun Control",0.881516588,0.104265403,0.014218009,"Gun Control"
"Gun Control",0.755458515,0.187772926,0.056768559,"Gun Control"
"Gun Control",0.601659751,0.327800830,0.070539419,"Gun Control"
"Gun Control",0.585365854,0.395121951,0.019512195,"Gun Control"
"Gun Control",0.650793651,0.317460317,0.031746032,"Gun Control"
"Gun Control",0.797872340,0.191489362,0.010638298,"Gun Control"
