hashtags,user_desc,text,Category
"['NRA', 'NRALifeMember', '2ndAmendmentRights']","#MAGA I highly support the Constitution , Freedom of Speech, 2nd Amendment . Also Vlogger of Truth , I support Pres Trump 100%
#WhitePrivilege is Myth","b'@CaseyCagle  ""I\'m tired of conservatives getting kicked around for our values""  @Delta\n\nAmen brother.... Time to take a stand &amp; fight back FOR CONSERVATIVE VALUES... \n\n#NRA \n#NRALifeMember \n#2ndAmendmentRights https://t.co/FuaPTRDmfh'",Gun Rights
"['BNC', 'CloserNation', 'NRA', 'trumpbudget', 'news', 'OpioidEpidemic', 'FloridaShooting']","#BNC #CloserNation #PPH #MAGA MWF 8:00 pm est on @PeriscopeTV, WIRN Radio, JGF EMPIRE, PODCASTING EXCELLENCE coaching, AUTHOR, SPEAKER, ADVOCATE for Disability",b'Hey everyone going live at 7:50 pm est on the POLITICAL POWER HOUR FOR #BNC #CloserNation please join us for these topics #NRA #trumpbudget #news #OpioidEpidemic #FloridaShooting and much more @DaHonestyPolicy @BleedingRedDan @thecftwatchers @sexyitalianrose @MichalekSherry',Neither
"['WayneLaPierre', 'NRA', 'nraneedstopay']","I want a universal healthcare, a clean planet and equal opportunities for all. Does this make me Alt. Left? Seriously I don't know.",b'@NathanLerner @We_R_Watching_U If you can give millions to politicians to appease your ammosexuality you can definately pay taxes. #WayneLaPierre #NRA #nraneedstopay',Gun Control
['NRA'],,b'@TheBeatWithAri @AriMelber Bernie Sanders takes money from the #NRA \n\nWhen will the cool kids question Bernie in the public square?',Gun Control
"['Republicans', 'America', 'GunControl', 'GOP', 'mainstream', 'America', 'ElectoralCollege', 'PopularVote']","socially liberal, somewhat fiscally conservative, Trump basher, USN Intel, writer, DRD4 Dopamine seeker... go figure.  No NRA","b'@DonaldJTrumpJr So why do #Republicans try to legislate who people can marry?  Majority of #America wants #GunControl.  #GOP is out of touch with #mainstream #America, remember @realDonaldTrump only won the #ElectoralCollege not the #PopularVote.'",Gun Control
"['tommygun', '45acp', 'rifle', 'guns', 'history', 'crime', 'gangster', 'prohibition', 'engineering', 'nra', 'antique', 'replica', 'legal', 'buyguns', 'prohibition', 'tech', 'gift', 'tribute', 'homage', 'reproduction', 'autoordnance']","Self improvement, lifehacks, travel advice and simple tips on how to live a better life. By men, for men...",b'Get a Tommy Gun with a supressor! https://t.co/zUW1id8IZJ Fully legal 50-round 45ACP. #tommygun #45acp #rifle #guns #history #crime #gangster #prohibition #engineering #nra #antique #replica #legal #buyguns #prohibition #tech #gift #tribute #homage #reproduction #autoordnance',Gun Control
"['nra', 'notworthcaps']","35 years old, living in birmingham. a few things I love: my wife and son, Auburn football, Boston Red Sox, and Wrestling. I live life simple today. #PMA","b'@CaseyCagle @Delta @NRA How did they ""attack"" you dumbass? They ended a business relationship...this is not elementary school. How dare subway for ""attacking"" Jared.... #nra #notworthcaps https://t.co/gwB1FhiGdM'",Gun Control
"['NRA', 'BloodMoney']","Communication Consultant, runner, dog lover, and new mama ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ‚Â¶ÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â¼. I spend so much time on Twitter that my Master's capstone was all about #twitterchats. ÃƒÂ°Ã…Â¸Ã¢â‚¬â„¢Ã‚ÂÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â¼",b'@CaseyCagle @Delta @NRA The @NRA does not represent conservatives - the @GOP does (though the #NRA does pour in millions of dollars in #BloodMoney to @GOP politicians - but also to some democrats. Your abuse of power will only help the people when its time to remove you from office. \xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb',Gun Control
"['NRA', 'guncontrol']",,b'@oklahoma4cruz @gehrig38 @DLoesch I agree calling someone a nazi is wrong there is no need to try to demonize someone for their beliefs. I just think some constructive conversation around the types of firearms that people have access too would be a great next step no one needs assault rifles. #NRA #guncontrol',Gun Control
"['Enough', 'NRA']","advocate for common sense gun laws to prevent gun injuries and deaths; blogger; wife, mother, grandmother, liberal, activist; all about safer communities",b'#Enough @ProtectMn @Bradybuzz  #NRA Steve Lindstrom cartoon https://t.co/cHrpimLnBG',Gun Control
"['NRA', 'contracted', 'terminal', 'LaPierre', 'GUN', 'RIGHTS', 'ABUSE', 'gunsense', '2ADefenders', 'DefendtheSecond', 'Everytown', 'NRABloodOnYourHands', 'ParklandShooting', 'bumpstocks', 'SandyHook', 'ThoughtsAndPrayersDoNothing', 'BoycottNRA', 'Pulse']","Scientist specializing in Evolution,Ecology plus Chemistry/Medicine+Constitutional Law & Political science and Religion(noncorporate)/Philosophy","b""@nytimes #NRA has #contracted #terminal case of #LaPierre'sDisease \xf0\x9f\xa4\x91\xf0\x9f\xa4\xae\xf0\x9f\xa4\xa7\n\n\xe2\x9c\x8d\xf0\x9f\x8f\xbbEND #GUN #RIGHTS #ABUSE NOW! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd\n#gunsense \n#2ADefenders \n#DefendtheSecond \n#Everytown \n#NRABloodOnYourHands \n#ParklandShooting \n#bumpstocks \n#SandyHook \n#ThoughtsAndPrayersDoNothing \n#BoycottNRA \n#Pulse https://t.co/1RwPOVx8xs""",Gun Control
"['MassShootings', 'GunControl', 'NRA']","Author 'TWILIGHT OF AMERICAN SANITY, A PSYCHIATRIST ANALYZES THE AGE OF TRUMP'
 'SAVING NORMAL'
Chair, DSM-IV Task Force.
Former Chair, Duke Dept of Psychiatry",b'Many #MassShootings done by copy-cat killlers.\nMedia should:\n1)Not make killers famous- no names/pics/sob stories\n2)Focus on victims &amp; families\n3)Publicize #GunControl advocates\n4)Expose gunmaker pay offs to #NRA/politicians\n5)Compare high rate US deaths with low rates elsewhere',Gun Control
"['NRA', 'BoycottNRA']","socialservice worker, student, theatre, wine&food lover, social justice seeker,experienced in the A&D/mental health fields, now looking for ANY new opportunity!","b'Hey #NRA ... doctors know these are not ""sports weapons""\nhttps://t.co/kRvh47588y\n#BoycottNRA'",Gun Control
"['BDS', 'NRA', 'Zionist']","Irish, atheist, anti Zionist, #BDS, #Palestine, #NaZionist, 
FOR - EQUALITY, NEUTRALITY, Syria, 
AGAINST- Zionist, US of Europe, NATO, Oppression, Hypocrisy,","b'@FMoniteau \xf0\x9f\x87\xae\xf0\x9f\x87\xaa\xf0\x9f\x87\xb5\xf0\x9f\x87\xb8#BDS\xf0\x9f\x87\xb5\xf0\x9f\x87\xb8\xf0\x9f\x87\xae\xf0\x9f\x87\xaaYOU must know the Rest of World think you\xf0\x9f\x87\xba\xf0\x9f\x87\xb8are NUTS, maybe deserving what you get\nAll for a comma\n\nONLY way 2nd Amendment can be read as Killing #NRA choose is if the comma is instead a full-stop or\xf0\x9f\x87\xba\xf0\x9f\x87\xb8period\n\nThis is how #Zionist kids kill Palestine kids\xf0\x9f\x91\x87 https://t.co/DyNYD709ni'",Gun Control
"['ParklandStudents', 'NRA', 'NoNRAMoney']",,b'@washingtonpost They hope that ...\nThe #ParklandStudents will go back to being teenagers\nThe NRA can rake in the gun money\nThe #NRA gun money will fund the 2018 campaign\nOnly other people\xe2\x80\x99s kids will face asssualt rifles\n#NoNRAMoney',Gun Control
"['politicians', 'nra', 'cancer']",,b'@creature4hire @krassenstein @realDonaldTrump @SenJohnMcCain @RichardBurr_DN @RoyBlunt @SenThomTillis @SenCoryGardner @marcorubio @joniernst @senrobportman Because they pay off #politicians. They have dedicated lobbyists who write laws that the representatives put in word-for-word for a vote. The #nra is a #cancer to public health. https://t.co/Ob2O9pNZ51',Gun Control
"['NRATV', 'NRA', 'YouthPower', 'YouthisyourFuture']","AB Philosophy/MA Sociology; SOCSCI Teachr HS/Col; Sings w ""Newchoir"", Playwright/Actor; Simple guy who sees the brighter side of life.  Gotta share a smile.","b'@HeatherWhaley @sagaftra @NRATV Citizen Z calling #NRATV was greeted with: ""Sorry, #NRA \'s busy makin propaganda. We\'ll get to you as soon as the next agent becomes available. Please hold.  (Music fades in). #YouthPower #YouthisyourFuture\nhttps://t.co/DAtaRqmcV5'",Gun Control
"['STATE', 'REPUBLICANS', 'GEORGIA', 'DeltaAirlines', 'NRA', 'Elections', '2018midterms', 'Register', 'Vote', 'MakeADifference']","Love of family, Art, Photography, History and my dOg!","b""#STATE #REPUBLICANS IN #GEORGIA  SAY THEY WILL PUNISH #DeltaAirlines (by not giving them their tax break) because they pulled their support from the #NRA  Well it's time to remember that in March #Elections coming up! \n#2018midterms #Register #Vote #MakeADifference \xe2\x98\x9f\xe2\x98\x9f\xe2\x98\x9f\xe2\x98\x9f\xe2\x98\x9f https://t.co/Kmd8NAnu8J""",Gun Control
"['NRA', 'NRA', 'NRABloodMoney', 'NRAWhore', 'NRABloodOnYourHands']",6 SIGMA BLK BELT OF SARCASM/LATE NITE ORANGE AVE. VODKA SLUT/CALL ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“EM LIKE I C ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“EM/WILL BLAST RUDE & CRUEL NUT JOBS ex-Republican & Catholic #UNFUCKWITHABLE,"b'.@CaseyCagle there are  5 million in #NRA. There are 295 million of us against #NRA bribing politicians 2 keep terrible laws alive, while children die!\nSo good luck with strong arming @Delta w/your #NRABloodMoney &amp; threatening private companies!\n#NRAWhore #NRABloodOnYourHands https://t.co/Xp2JOD7dlc'",Gun Control
"['Parkland', 'NRA', 'ThingsPeopleShouldKnow']",Founder @BKLYNWaxFactoryÃƒÂ¢Ã¢â‚¬â€Ã‚Âhttps://t.co/31GAetwlLbÃƒÂ¢Ã¢â‚¬â€Ã‚ÂActivistÃƒÂ¢Ã¢â‚¬â€Ã‚ÂResisterÃƒÂ¢Ã¢â‚¬â€Ã‚Âundiscovered artistsÃƒÂ¢Ã¢â‚¬â€Ã‚Âdo-goodingÃƒÂ¢Ã¢â‚¬â€Ã‚ÂfeministÃƒÂ¢Ã¢â‚¬â€Ã‚ÂBrooklynÃƒÂ¢Ã¢â‚¬â€Ã‚Âlove https://t.co/f2Fldd45rd,"b""@reaganbush_1984 Conservative Triggers:  #Parkland students, corporations severing ties with the #NRA, kneeling athletes, women who don't cook, pussy hats, black lives, Rachel Maddow @maddow , the FBI, climate change, education, and let's not forget good ol' logic #ThingsPeopleShouldKnow""",Gun Control
"['NRA', 'NRATV', 'GunContolNow']","Mediator & ADR expert, helping by changing systems, courts & government through alternative dispute resolution- river rat & craft beer & foodie in my down time",b'Excellent read- How the NRA Rewrote the Second Amendment https://t.co/kuciemueX3 #NRA #NRATV #GunContolNow',Gun Control
"['NRA', 'NRABloodMoney', 'ArmingTeachers']",Our Democracy Is Under Attack By Donald Trump And The GOP. If Ever There Were A Time To Defend Our Country Against Tyranny ~ ItÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s NOW! #TheResistance @Smith83K,b'No wonder the #NRA &amp; Gun Makers spent over $30 Million of Dark Money to help elect Trump. #NRABloodMoney #ArmingTeachers \n\nhttps://t.co/u74QT15ZAu https://t.co/ayzeddSZ1J',Gun Control
"['NRA', 'GunControl', 'CommonSenseGunLaws']",Marine & Army Veteran. I love everything except racism. Picture is Hawaii 8/2017-Diamond Head. Married 32 years. Retired #notmypresident #TheResistance #getwoke,b'@CaseyCagle @Delta I hope @Delta leaves your fucking state and you can keep your guns #NRA #GunControl #CommonSenseGunLaws',Gun Control
"['nra', 'nraboycott', 'NRAIsATerroristOrganization', 'NRAKillsKids']",,b'This is amazing! Truth hurts @DLoesch @nra #nra #nraboycott #NRAIsATerroristOrganization #NRAKillsKids https://t.co/t6LWIu2cuv',Gun Control
"['minuteman', '2ndammendment', 'guncontrol', 'guns', 'righttobeararms', 'civilwar', 'revolution', 'trump', 'nra', 'america', 'usa']",CAUTION! The Daily Squib can be hazardous to your health!,b'Experts: Why a New American Civil War is On its Way https://t.co/rtKiIZdBHG\n\n#minuteman #2ndammendment #guncontrol #guns #righttobeararms #civilwar #revolution #trump #nra #america #usa https://t.co/OfmnN3Gd6c',Gun Control
"['Georgia', 'Republicans', 'Delta', 'taxbreak', 'NRA']",I'm #random. A true #Virgo. Expect #everything! - #Music & #Supernatural are life! Proud #Snowflake #NastyWoman #BadHombre #LGBTQ #EqualRights #Resist ÃƒÂ¢Ã‚ÂÃ¢â‚¬Å¾ÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ°Ã…Â¸Ã…â€™Ã‹â€ ÃƒÂ°Ã…Â¸Ã¢â‚¬ËœÃ…â€™ÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â¾,"b'Petty, messiness! \xf0\x9f\x98\xb5 #Georgia #Republicans threaten to stop #Delta #taxbreak over #NRA decision\nhttps://t.co/kYwrOQUXAD'",Gun Control
['NRA'],Wanting a better world. I stand for equality - where do you stand? Opinions are my own. Prefer sarcasm and satire to insults! Life is changing and so am I!,"b""@nowthisnews Pretty is as pretty does! Someone with an ugly mouth and a warped dark soul spouting the kind of evil bile typical of Hitler and Mussolini!  So much hate -so sad one day she'll have to account for her hate to a much higher judge than I. Not doing #NRA's image any good at all BTW!""",Gun Control
"['NRA', 'schoolkids', 'kill', 'Schoolshootings', 'guncontrol', 'nomore']",Creative honesty is me... Artwork at- https://t.co/8K66F60oIX Artist and photojournalist,"b'Hey, hey #NRA how many #schoolkids have you helped #kill as of today? #Schoolshootings #guncontrol #nomore'",Gun Control
"['NRA', 'Georgia']",Director of semantic infiltration. Avid sock wearer Suspended from Twitter for harassing @Seanhannity and NRAÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Wayne La Pierre #snowflakes.,b'@RedTRaccoon @Kris_Sacrebleu So the #NRA just put targets on the backs of their bought and paid for #Georgia politicians in a show of muscle that makes them look weak and desperate. That\xe2\x80\x99s some good work @waynelapierrejr @DLoesch',Gun Control
"['Guns', 'GunDebate', 'Trump', 'NRA', 'Congress', 'House', 'Senate', 'BloodMoney', 'WhiteHouse']","Media and #Solutions. Focuses: #Media,  #AccesstoOpportunity #CSR #Cities #HIT #Genome Careful what I read/share. Use as Personal bookmarks for later work","b""The gun debate is a mess and Trump isn't helping https://t.co/TSzfvOoX5C #Guns #GunDebate #Trump #NRA #Congress #House #Senate #BloodMoney #WhiteHouse""",Gun Control
"['ENOUGH', 'GunControl']","Historian of American war on drugs and incarceration, public policy and politics. Future JD/MPA. Avid lover of cute animal gifs, travel, and learning.",b'If you believe more guns in school is the answer then I have soooooooo many questions for you. Let\xe2\x80\x99s talk logistics and details and price. #ENOUGH #GunControl https://t.co/V0frNwnQ2s',Gun Control
"['NRA', 'NRAIsATerroristOrganization', 'NRABoycott', 'NRATV']",I am a quadriplegic a USN Vet. & I like to hunt & shoot.,b'@SenSanders Stop helping the FBI thats working wih the dems to disarm Americas. The FBI  always know about these shoters &amp; never stop them Why? #NRA #NRAIsATerroristOrganization #NRABoycott #NRATV https://t.co/q0fZOqlrMZ',Gun Control
"['ThePurge', 'NRA', 'TheFirstPurge']",actor/writer/nerd wrote & play Deputy Doyle in the horror/comedy @FunhouseMass w/ @reneedorian Ed in #TheHungoverGames host @GuiltyMovieGuys & @ParentsVsBaby,"b'When you think you\xe2\x80\x99re watching the latest trailer for #ThePurge and realize... wait a minute, this is the #NRA Yep, pretty much the same thing #TheFirstPurge https://t.co/sRa3OCfsGp'",Gun Control
"['NRA', 'QuitTheNRA', 'GunContolNow', 'NRAisComplicit']",Reasonably rude.,b'@SpeakerRyan You did? Going to side with the #NRA or with the victims/survivors of its puppeteering influence over elected officials? #QuitTheNRA #GunContolNow #NRAisComplicit',Gun Control
"['RussianCollusion', 'PanamaPapers', 'Brexit', 'GunControl', 'SyriaCrisis', 'NandosGate']",Scottish born Vancouver based indie filmmaker. Part time sell out.,b'#RussianCollusion \n#PanamaPapers \n#Brexit \n#GunControl \n#SyriaCrisis \n\nall of these stories just got blown out the water by #NandosGate \n\nhttps://t.co/sFxrRdPP35',Gun Control
"['joke', 'shops', 'NRA']",FHIR & HL7v3 modeller. ISO 9001 certified Lead Auditor. 18 years NHS experience. Studying Health Informatics MSc @UniversityLeeds. Views expressed are my own.,"b'My #joke for the day, why do #shops give #NRA members discounts, because they carry guns! \xf0\x9f\x98\x89 The Now Show - Series 52, Episode 1 - @bbcradio4 https://t.co/a3h6l5GClj'",Gun Control
"['NRA', 'BoycottAmazon', 'BoycottNRA']","Deplorable Wife, Mom, Kitchen Table Philosopher, Redeemed by Jesus 1 John 1:9",b'@kphipps3000 @amazon @NRA @AmazonHelp If this makes sense to you then every show or movie that has guns in it should be removed from every platform. Boycott all movies and shows with guns. #NRA #BoycottAmazon #BoycottNRA',Gun Control
"['gun', 'NRA']","Be aware of neuroweapons, neurosecurity, neuroprivacy.","b'BBC News - America\'s #gun culture in 10 charts https://t.co/7rMEGjKATE #NRA ""gun control"" ""gun lobby"" ""gun laws"" https://t.co/1L6FajZKGf'",Gun Control
"['Delta', 'NRA', 'VoteOutTheNRA']","No to Theocracy and right wing agenda for the US. All Trumpsters will be blocked, I have had enough bull from Trumpland.",b'Thank you #Delta for standing up to the #NRA. #VoteOutTheNRA https://t.co/Ks62C0U21I',Gun Control
